2025-03-27 10:09:56.716 +0530	START		Running Testcases/LaunchApplication.script
2025-03-27 10:10:10.501 +0530	Connect		Mymachine:(null)	2	on_connectsut	CommonUtilities/Core.script
2025-03-27 10:13:16.469 +0530	imagelocation	(TEXT:"Last name")	at (720, 319)	15	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:16.589 +0530	click		at (790, 319)	15	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:17.340 +0530	typetext		[controlKey]a	16	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:18.180 +0530	typetext		gunu	17	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:20.239 +0530	imagelocation	(TEXT:"Email")	at (735, 374)	18	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:20.350 +0530	click		at (785, 374)	18	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:21.099 +0530	typetext		[controlKey]a	19	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:22.222 +0530	typetext		abc@gmail.com	20	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:24.338 +0530	imagelocation	(TEXT:"Company")	at (723, 430)	21	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:24.457 +0530	click		at (773, 430)	21	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:25.207 +0530	typetext		[controlKey]a	22	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:26.219 +0530	typetext		Ideabytes	23	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:28.435 +0530	click	(TEXT:"Country")	at (728, 485)	24	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:29.339 +0530	typetext		India[return]	25	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:31.421 +0530	click	(TEXT:"State")	at (672, 539)	26	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:32.459 +0530	typetext		Telangana[return]	27	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:35.315 +0530	click	(TEXT:"City")	at (740, 595)	28	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:36.048 +0530	typetext		[pageDown]	29	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:37.062 +0530	typetext		Hyderabad	30	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:39.118 +0530	click	(TEXT:"Address 1")	at (720, 149)	31	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:39.911 +0530	typetext		abc	32	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:41.756 +0530	click	(TEXT:"Zip")	at (660, 260)	33	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:42.645 +0530	typetext		517520	34	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:44.800 +0530	click	(TEXT:"Phone")	at (681, 314)	35	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:45.824 +0530	typetext		1234567890	36	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:48.099 +0530	click	(TEXT:"CONTINUE")	at (951, 482)	37	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:50.412 +0530	imagefound	(TEXT:"Save address?")	found at (1530, 220)	38	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:52.233 +0530	click	(TEXT:"No, thanks")	at (1712, 398)	38	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:53.969 +0530	imagefound	(TEXT:"Shipping method")	found at (520, 63)	41	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:55.222 +0530	click	(TEXT:"CONTINUE")	at (951, 379)	42	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:57.152 +0530	imagefound	(TEXT:"Payment method")	found at (520, 63)	46	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:13:58.787 +0530	click	(TEXT:"CONTINUE")	at (951, 456)	47	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:14:01.069 +0530	imagefound	(TEXT:"Payment information")	found at (482, 561)	51	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:14:02.876 +0530	click	(TEXT:"CONTINUE")	at (951, 461)	52	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:14:06.518 +0530	imagefound	CONFIRM	Unable to Find Image CONFIRM	56	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:14:06.551 +0530	typetext		[downArrow]	57	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:14:10.165 +0530	imagefound	CONFIRM	Unable to Find Image CONFIRM	58	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:14:10.208 +0530	typetext		[downArrow]	57	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:14:11.100 +0530	imagefound	CONFIRM	found at (947, 1000)	58	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:14:11.208 +0530	click		at (947, 1000)	59	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:14:17.217 +0530	imagefound	(TEXT:"Your order has been successfully processed!")	found at (950, 451)	60	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:14:17.221 +0530	LogSuccess		Assertion Succeeded: (true: ImageFound(text:"Your order has been successfully processed!"))	60	on_orderproduct	ApplicationUtilities/Nopcommerce.script
2025-03-27 10:14:17.370 +0530	typetext		[controlKey]w	2	on_closefocusedtab	CommonUtilities/BrowserSC.script
2025-03-27 10:14:18.124 +0530	typetext		[windowsAltKey][F4]	2	on_terminatecurrentwindow	CommonUtilities/BrowserSC.script
2025-03-27 10:14:18.165 +0530	EndTestCase		(Duration:"261.441", Errors:"0", Exceptions:"0", StartTime:"2025-03-27 10:09:56 +0530", Successes:"5", TestCase:"Testcases/LaunchApplication.script", Warnings:"0")
2025-03-27 10:14:18.218 +0530	SUCCESS		Execution Time 0:04:21 Testcases/LaunchApplication.script
